id,cleared,debit,credit,account_id,budget_goal_id,transaction_id,created_at,updated_at,date,account_reconciliation_id,account_reconciliations_id,account_balance_id
6250,t,,9.67,626,,240,"2018-04-12 00:18:06.241089","2018-05-05 21:55:52.829571",2018-03-05,33,,2039
6251,f,14.86,,637,,241,"2018-04-12 00:18:06.284988","2018-04-12 00:18:06.284988",2018-03-05,,,3260
6252,t,,14.86,626,,241,"2018-04-12 00:18:06.300864","2018-05-05 21:55:58.177306",2018-03-05,33,,2039
6253,t,6.87,,614,,242,"2018-04-12 00:18:06.341340","2018-04-18 03:49:17.535809",2018-03-05,20,,461
6254,f,,6.87,642,,242,"2018-04-12 00:18:06.356072","2018-04-12 00:18:06.356072",2018-03-05,,,3746
6255,t,3.84,,611,,243,"2018-04-12 00:18:06.392868","2018-04-18 01:27:25.379275",2018-03-06,6,,24438
6256,t,,3.84,612,,243,"2018-04-12 00:18:06.411387","2018-04-18 01:41:28.819873",2018-03-06,10,,198
6257,t,3.84,,611,,244,"2018-04-12 00:18:06.450120","2018-04-18 01:27:24.473094",2018-03-06,6,,24438
6258,t,,3.84,613,,244,"2018-04-12 00:18:06.467315","2018-04-18 01:44:18.783215",2018-03-06,14,,330
6259,f,15.99,,637,,245,"2018-04-12 00:18:06.506821","2018-04-12 00:18:06.506821",2018-03-06,,,3261
6260,t,,15.99,626,,245,"2018-04-12 00:18:06.524508","2018-05-05 21:56:17.989136",2018-03-06,33,,2040
6261,f,10.77,,634,,246,"2018-04-12 00:18:06.561601","2018-04-12 00:18:06.561601",2018-03-06,,,2872
6262,t,,10.77,626,,246,"2018-04-12 00:18:06.578207","2018-05-05 21:56:12.622287",2018-03-06,33,,2040
6263,f,2.5,,634,,247,"2018-04-12 00:18:06.617909","2018-04-12 00:18:06.617909",2018-03-06,,,2872
6264,t,,2.5,626,,247,"2018-04-12 00:18:06.634744","2018-05-05 21:56:23.494151",2018-03-06,33,,2040
6265,t,6.74,,611,,248,"2018-04-12 00:18:06.676254","2018-04-18 01:27:23.508004",2018-03-07,6,,24439
6266,f,,6.74,637,,248,"2018-04-12 00:18:06.695460","2018-04-12 00:18:06.695460",2018-03-07,,,3262
6267,f,11.0,,639,,249,"2018-04-12 00:18:06.731414","2018-04-12 00:18:06.731414",2018-03-07,,,3492
6268,t,,11.0,615,,249,"2018-04-12 00:18:06.754692","2018-04-18 03:56:11.505178",2018-03-07,21,,595
6269,f,70.0,,637,,250,"2018-04-12 00:18:06.799143","2018-04-12 00:18:06.799143",2018-03-07,,,3262
6270,t,,70.0,626,,250,"2018-04-12 00:18:06.818536","2018-05-05 21:56:37.968688",2018-03-07,33,,2041
6271,f,16.37,,634,,251,"2018-04-12 00:18:06.854170","2018-04-12 00:18:06.854170",2018-03-07,,,2873
6272,t,,16.37,626,,251,"2018-04-12 00:18:06.872413","2018-05-05 21:56:31.713974",2018-03-07,33,,2041
6273,f,61.81,,638,,252,"2018-04-12 00:18:06.911889","2018-04-12 00:18:06.911889",2018-03-08,,,3366
6274,t,,61.81,626,,252,"2018-04-12 00:18:06.928219","2018-05-05 21:56:51.435069",2018-03-08,33,,2042
6275,f,100.0,,637,,253,"2018-04-12 00:18:06.969686","2018-04-12 00:18:06.969686",2018-03-08,,,3263
6276,t,,100.0,615,,253,"2018-04-12 00:18:06.986651","2018-04-18 03:56:10.437339",2018-03-08,21,,596
6277,f,1.0,,634,,254,"2018-04-12 00:18:07.025839","2018-04-12 00:18:07.025839",2018-03-08,,,2874
6278,t,,1.0,626,,254,"2018-04-12 00:18:07.041951","2018-05-05 21:57:47.904912",2018-03-08,33,,2042
6279,f,2.13,,639,,255,"2018-04-12 00:18:07.084208","2018-04-12 00:18:07.084208",2018-03-09,,,3494
6280,t,,2.13,626,,255,"2018-04-12 00:18:07.102547","2018-05-05 21:56:55.933241",2018-03-09,33,,2043
6281,f,33.0,,637,,256,"2018-04-12 00:18:07.139536","2018-04-12 00:18:07.139536",2018-03-10,,,3265
6282,t,,33.0,615,,256,"2018-04-12 00:18:07.158715","2018-04-18 03:57:43.473396",2018-03-10,21,,598
6283,f,2.8,,637,,257,"2018-04-12 00:18:07.196464","2018-04-12 00:18:07.196464",2018-03-10,,,3265
6284,t,,2.8,626,,257,"2018-04-12 00:18:07.212059","2018-05-05 21:57:02.550323",2018-03-10,33,,2044
6285,f,4.24,,637,,258,"2018-04-12 00:18:07.252424","2018-04-12 00:18:07.252424",2018-03-10,,,3265
6286,t,,4.24,626,,258,"2018-04-12 00:18:07.270125","2018-05-05 21:57:09.636574",2018-03-10,33,,2044
6287,f,23.98,,634,,259,"2018-04-12 00:18:07.306667","2018-04-12 00:18:07.306667",2018-03-10,,,2876
6288,t,,23.98,626,,259,"2018-04-12 00:18:07.321174","2018-05-05 21:57:14.979826",2018-03-10,33,,2044
6289,f,8.16,,634,,260,"2018-04-12 00:18:07.360449","2018-04-12 00:18:07.360449",2018-03-11,,,2877
6290,t,,8.16,626,,260,"2018-04-12 00:18:07.377429","2018-05-05 21:57:22.699311",2018-03-11,33,,2045
6291,f,,328.72,638,,261,"2018-04-12 00:18:07.413824","2018-04-18 01:26:30.168356",2018-03-12,,,3370
6292,t,328.72,,611,,261,"2018-04-12 00:18:07.428004","2018-04-18 01:27:21.530651",2018-03-12,6,,24444
6293,f,59.99,,639,,262,"2018-04-12 00:18:07.463564","2018-04-12 00:18:07.463564",2018-03-12,,,3497
6294,t,,59.99,626,,262,"2018-04-12 00:18:07.477072","2018-05-05 21:57:39.539153",2018-03-12,33,,2046
6295,f,28.27,,634,,263,"2018-04-12 00:18:07.515906","2018-04-12 00:18:07.515906",2018-03-12,,,2878
6296,t,,28.27,626,,263,"2018-04-12 00:18:07.531364","2018-05-05 21:57:34.406263",2018-03-12,33,,2046
6297,t,69.26,,611,,264,"2018-04-12 00:18:07.566860","2018-04-18 01:27:22.549076",2018-03-14,6,,24446
6298,f,,75.0,641,,264,"2018-04-12 00:18:07.581944","2018-05-07 01:18:45.549643",2018-03-14,,,3629
6299,t,1272.24,,611,,265,"2018-04-12 00:18:07.626062","2018-04-18 01:27:20.473994",2018-03-14,6,,24446
6300,f,,2720.65,641,,265,"2018-04-12 00:18:07.643028","2018-05-07 01:18:46.194568",2018-03-14,,,3629
6301,f,1.0,,639,,266,"2018-04-12 00:18:07.674462","2018-04-12 00:18:07.674462",2018-03-14,,,3499
6302,t,,1.0,615,,266,"2018-04-12 00:18:07.688533","2018-04-18 03:57:45.949882",2018-03-14,21,,602
6303,f,3.55,,639,,267,"2018-04-12 00:18:07.725684","2018-04-12 00:18:07.725684",2018-03-15,,,3500
6304,t,,3.55,626,,267,"2018-04-12 00:18:07.743386","2018-05-05 21:58:01.772188",2018-03-15,33,,2049
6305,f,2.5,,634,,268,"2018-04-12 00:18:07.785382","2018-04-12 00:18:07.785382",2018-03-15,,,2881
6306,t,,2.5,626,,268,"2018-04-12 00:18:07.802238","2018-05-05 21:57:55.332075",2018-03-15,33,,2049
6307,f,7.37,,634,,269,"2018-04-12 00:18:07.846811","2018-04-12 00:18:07.846811",2018-03-16,,,2882
6308,t,,7.37,626,,269,"2018-04-12 00:18:07.862567","2018-05-05 21:58:07.037038",2018-03-16,33,,2050
6309,f,185.18,,632,,270,"2018-04-12 00:18:07.897815","2018-04-12 00:18:07.897815",2018-03-17,,,2493
6310,t,,185.18,611,,270,"2018-04-12 00:18:07.914358","2018-04-18 01:27:19.564320",2018-03-17,6,,24449
6311,f,18.95,,634,,271,"2018-04-12 00:18:07.951964","2018-04-12 00:18:07.951964",2018-03-17,,,2883
6312,t,,18.95,626,,271,"2018-04-12 00:18:07.968568","2018-05-05 21:58:13.446758",2018-03-17,33,,2051
6313,f,,57.1,638,,272,"2018-04-12 00:18:08.006154","2018-04-18 01:28:53.576802",2018-03-18,,,3376
6314,t,57.1,,611,,272,"2018-04-12 00:18:08.021703","2018-04-18 01:29:04.392332",2018-03-18,6,,24450
6317,f,9.79,,639,,274,"2018-04-12 00:18:08.113803","2018-04-12 00:18:08.113803",2018-03-18,,,3503
6318,t,,9.79,626,,274,"2018-04-12 00:18:08.130151","2018-05-05 22:01:06.182433",2018-03-18,33,,2052
6319,f,28.98,,637,,275,"2018-04-12 00:18:08.164833","2018-04-12 00:18:08.164833",2018-03-18,,,3273
6320,t,,28.98,626,,275,"2018-04-12 00:18:08.181607","2018-05-05 22:01:27.942026",2018-03-18,33,,2052
6321,f,1.88,,634,,276,"2018-04-12 00:18:08.217490","2018-04-12 00:18:08.217490",2018-03-18,,,2884
6322,t,,4.08,626,,276,"2018-04-12 00:18:08.231461","2018-05-05 22:00:09.336412",2018-03-18,33,,2052
6323,f,14.61,,634,,277,"2018-04-12 00:18:08.269421","2018-04-12 00:18:08.269421",2018-03-18,,,2884
6324,t,,14.61,626,,277,"2018-04-12 00:18:08.286021","2018-05-05 22:01:13.516089",2018-03-18,33,,2052
6325,f,17.48,,636,,278,"2018-04-12 00:18:08.322066","2018-04-12 00:18:08.322066",2018-03-18,,,3142
6326,t,,17.48,626,,278,"2018-04-12 00:18:08.336270","2018-05-05 22:01:22.228232",2018-03-18,33,,2052
6327,f,33.51,,633,,279,"2018-04-12 00:18:08.368794","2018-04-12 00:18:08.368794",2018-03-18,,,2753
6328,t,,33.51,626,,279,"2018-04-12 00:18:08.382130","2018-05-05 22:01:32.557753",2018-03-18,33,,2052
6329,f,5.95,,634,,280,"2018-04-12 00:18:08.419709","2018-04-12 00:18:08.419709",2018-03-19,,,2885
6330,t,,5.95,626,,280,"2018-04-12 00:18:08.436220","2018-05-05 22:01:41.068461",2018-03-19,33,,2053
6331,f,20.03,,634,,281,"2018-04-12 00:18:08.470901","2018-04-12 00:18:08.470901",2018-03-19,,,2885
6332,t,,20.03,626,,281,"2018-04-12 00:18:08.488070","2018-05-05 22:01:46.513833",2018-03-19,33,,2053
6333,f,,59.99,639,,282,"2018-04-12 00:18:08.523847","2018-05-05 21:52:24.076905",2018-03-20,,,3505
6334,t,59.99,,626,,282,"2018-04-12 00:18:08.537230","2018-05-05 21:52:45.386600",2018-03-20,33,,2054
6335,f,4.54,,634,,283,"2018-04-12 00:18:08.579284","2018-04-12 00:18:08.579284",2018-03-20,,,2886
6336,t,,4.54,626,,283,"2018-04-12 00:18:08.597008","2018-05-05 22:02:01.265686",2018-03-20,33,,2054
6337,f,10.0,,637,,284,"2018-04-12 00:18:08.639109","2018-04-12 00:18:08.639109",2018-03-21,,,3276
6338,t,,10.0,615,,284,"2018-04-12 00:18:08.657939","2018-04-18 03:57:48.388155",2018-03-21,21,,609
6339,f,2.99,,634,,285,"2018-04-12 00:18:08.696602","2018-04-12 00:18:08.696602",2018-03-21,,,2887
6340,t,,2.99,626,,285,"2018-04-12 00:18:08.714261","2018-05-05 22:02:06.250423",2018-03-21,33,,2055
6341,f,4.28,,639,,286,"2018-04-12 00:18:08.766929","2018-04-12 00:18:08.766929",2018-03-22,,,3507
6342,t,,4.28,626,,286,"2018-04-12 00:18:08.793850","2018-05-05 22:02:32.164216",2018-03-22,33,,2056
6343,f,6.74,,639,,287,"2018-04-12 00:18:08.851131","2018-04-12 00:18:08.851131",2018-03-22,,,3507
6344,t,,6.74,626,,287,"2018-04-12 00:18:08.873823","2018-05-05 22:02:37.241389",2018-03-22,33,,2056
6345,f,2.99,,637,,288,"2018-04-12 00:18:08.912784","2018-04-12 00:18:08.912784",2018-03-22,,,3277
6346,t,,2.99,626,,288,"2018-04-12 00:18:08.928111","2018-05-05 22:02:12.756552",2018-03-22,33,,2056
6347,f,3.29,,634,,289,"2018-04-12 00:18:08.964725","2018-04-12 00:18:08.964725",2018-03-22,,,2888
6348,t,,3.29,626,,289,"2018-04-12 00:18:08.978257","2018-05-05 22:02:23.821304",2018-03-22,33,,2056
6349,f,49.79,,634,,290,"2018-04-12 00:18:09.016743","2018-04-12 00:18:09.016743",2018-03-22,,,2888
6350,t,,49.79,626,,290,"2018-04-12 00:18:09.034262","2018-05-05 22:02:50.932679",2018-03-22,33,,2056
6351,f,10.58,,634,,291,"2018-04-12 00:18:09.070913","2018-04-12 00:18:09.070913",2018-03-22,,,2888
6352,t,,10.58,626,,291,"2018-04-12 00:18:09.090035","2018-05-05 22:02:42.622449",2018-03-22,33,,2056
6353,t,75.0,,611,,292,"2018-04-12 00:18:09.129912","2018-04-18 01:19:08.737901",2018-03-23,6,,24455
6354,f,,75.0,641,,292,"2018-04-12 00:18:09.148783","2018-04-12 00:18:09.148783",2018-03-23,,,3638
6355,f,152.39,,629,,293,"2018-04-12 00:18:09.191081","2018-04-12 00:18:09.191081",2018-03-23,,,2236
6356,t,,152.39,611,,293,"2018-04-12 00:18:09.212943","2018-04-18 01:19:25.192945",2018-03-23,6,,24455
6357,f,152.39,,629,,294,"2018-04-12 00:18:09.250868","2018-04-12 00:18:09.250868",2018-03-23,,,2236
6358,t,,152.39,611,,294,"2018-04-12 00:18:09.270091","2018-04-18 01:19:44.214459",2018-03-23,6,,24455
6363,t,1200.0,,611,,297,"2018-04-12 00:18:09.410577","2018-04-18 01:19:16.548262",2018-03-23,6,,24455
6364,t,,1200.0,644,,297,"2018-04-12 00:18:09.425043","2018-04-18 04:10:57.311532",2018-03-23,24,,4028
6365,f,6.29,,634,,298,"2018-04-12 00:18:09.463713","2018-04-12 00:18:09.463713",2018-03-23,,,2889
6366,t,,6.29,626,,298,"2018-04-12 00:18:09.479716","2018-05-05 22:02:58.317490",2018-03-23,33,,2057
6367,f,1.19,,639,,299,"2018-04-12 00:18:09.513013","2018-04-12 00:18:09.513013",2018-03-24,,,3509
6368,t,,1.19,626,,299,"2018-04-12 00:18:09.525405","2018-05-05 22:03:03.887388",2018-03-24,33,,2058
6369,f,7.75,,634,,300,"2018-04-12 00:18:09.564199","2018-04-12 00:18:09.564199",2018-03-24,,,2890
6370,t,,7.75,626,,300,"2018-04-12 00:18:09.584795","2018-05-05 22:03:08.963507",2018-03-24,33,,2058
6371,t,69.27,,611,,301,"2018-04-12 00:18:09.626480","2018-04-18 01:21:05.472828",2018-03-25,6,,24457
6372,f,,75.0,641,,301,"2018-04-12 00:18:09.651275","2018-05-07 01:18:51.340373",2018-03-25,,,3640
6373,t,1200.0,,616,,302,"2018-04-12 00:18:09.691903","2018-04-18 04:04:32.422051",2018-03-25,22,,746
6374,t,,1200.0,611,,302,"2018-04-12 00:18:09.711105","2018-04-18 01:20:50.145425",2018-03-25,6,,24457
6375,t,1312.51,,611,,303,"2018-04-12 00:18:09.755427","2018-04-18 01:20:55.512419",2018-03-25,6,,24457
6376,f,,2490.65,641,,303,"2018-04-12 00:18:09.784329","2018-05-07 01:18:52.075884",2018-03-25,,,3640
6377,f,5.83,,634,,304,"2018-04-12 00:18:09.831774","2018-04-12 00:18:09.831774",2018-03-25,,,2891
6378,t,,5.83,626,,304,"2018-04-12 00:18:09.851839","2018-05-05 22:03:13.964860",2018-03-25,33,,2059
6379,f,63.99,,639,,305,"2018-04-12 00:18:09.892411","2018-04-12 00:18:09.892411",2018-03-26,,,3511
6380,t,,63.99,626,,305,"2018-04-12 00:18:09.910338","2018-05-05 22:03:27.716681",2018-03-26,33,,2060
6381,f,3.61,,639,,306,"2018-04-12 00:18:09.948285","2018-04-12 00:18:09.948285",2018-03-27,,,3512
6382,t,,3.61,626,,306,"2018-04-12 00:18:09.963532","2018-05-05 22:03:34.027242",2018-03-27,33,,2061
6383,t,37.43,,627,,307,"2018-04-12 00:18:09.999214","2018-05-08 13:14:34.282132",2018-03-28,45,,2140
6384,t,,37.43,611,,307,"2018-04-12 00:18:10.015632","2018-04-18 01:21:19.115531",2018-03-28,6,,24460
6385,t,1507.53,,626,,308,"2018-04-12 00:18:10.054258","2018-05-05 21:51:32.621128",2018-03-28,33,,2062
6386,t,,1507.53,611,,308,"2018-04-12 00:18:10.067499","2018-04-18 01:21:13.184923",2018-03-28,6,,24460
6387,f,0.25,,639,,309,"2018-04-12 00:18:10.107822","2018-04-12 00:18:10.107822",2018-03-28,,,3513
6388,t,,0.25,626,,309,"2018-04-12 00:18:10.126395","2018-05-05 22:03:39.166669",2018-03-28,33,,2062
6389,f,1.06,,639,,310,"2018-04-12 00:18:10.163094","2018-04-12 00:18:10.163094",2018-03-30,,,3515
6390,t,,1.06,626,,310,"2018-04-12 00:18:10.176890","2018-05-05 22:03:48.812995",2018-03-30,33,,2064
6391,f,4.55,,639,,311,"2018-04-12 00:18:10.212694","2018-04-12 00:18:10.212694",2018-03-30,,,3515
6392,t,,4.55,626,,311,"2018-04-12 00:18:10.227468","2018-05-05 22:03:54.754631",2018-03-30,33,,2064
6393,f,20.0,,637,,312,"2018-04-12 00:18:10.265393","2018-04-12 00:18:10.265393",2018-03-31,,,3286
6394,t,,20.0,615,,312,"2018-04-12 00:18:10.284624","2018-04-18 03:57:50.653580",2018-03-31,21,,619
6395,f,35.0,,632,,313,"2018-04-12 00:18:10.324061","2018-04-12 00:18:10.324061",2018-03-31,,,2507
6396,t,,35.0,626,,313,"2018-04-12 00:18:10.342602","2018-05-06 00:47:21.906791",2018-03-31,33,,2065
6397,t,4.25,,612,,314,"2018-04-12 00:18:10.375064","2018-04-18 01:41:29.793512",2018-03-31,10,,223
6398,f,,4.25,642,,314,"2018-04-12 00:18:10.388714","2018-04-12 00:18:10.388714",2018-03-31,,,3772
6399,t,4.25,,613,,315,"2018-04-12 00:18:10.423506","2018-04-18 01:44:19.901953",2018-03-31,14,,355
6400,f,,4.25,642,,315,"2018-04-12 00:18:10.440028","2018-04-12 00:18:10.440028",2018-03-31,,,3772
6401,t,51.83,,611,,317,"2018-04-14 18:53:34.418295","2018-04-14 18:56:30.178536",2018-01-02,6,,3
6402,t,,51.83,616,,317,"2018-04-14 18:54:24.772717","2018-04-18 04:00:28.075855",2018-01-02,22,,664
6403,t,,3000.0,611,,318,"2018-04-14 18:58:11.301407","2018-04-14 18:58:11.301407",2018-01-03,6,,4
6404,t,3000.0,,618,,318,"2018-04-14 18:58:43.345998","2018-04-17 15:25:35.567777",2018-01-03,23,,929
6405,f,,7.99,626,,319,"2018-04-15 15:00:14.479036","2018-04-15 15:00:14.479036",,,,
6406,f,7.99,,637,,319,"2018-04-15 15:00:49.605965","2018-04-15 15:00:49.605965",,,,
6407,f,,35.0,626,,320,"2018-04-15 16:45:19.090935","2018-04-15 17:36:29.100982",,,,
6408,f,35.0,,632,,320,"2018-04-15 16:55:45.875575","2018-04-15 16:55:45.875575",,,,
6409,f,,960.25,611,,321,"2018-04-15 19:23:38.808755","2018-04-15 19:34:50.449071",,,,
6410,f,960.25,,630,,321,"2018-04-15 19:24:26.824124","2018-04-15 19:35:04.401504",,,,
6411,f,,152.39,611,,322,"2018-04-15 19:25:49.365094","2018-04-15 19:35:32.594928",,,,
6412,f,152.39,,629,,322,"2018-04-15 19:26:11.667048","2018-04-15 19:36:04.827716",,,,
6413,f,1272.24,,611,,323,"2018-04-15 19:31:06.895967","2018-04-18 04:59:17.721725",,,,
6414,f,,2720.65,641,,323,"2018-04-15 19:31:24.998018","2018-04-18 04:59:31.910126",,,,
6415,f,,1260.0,626,,325,"2018-04-15 20:01:01.507491","2018-04-15 20:01:01.507491",,,,
6416,f,1260.0,,632,,325,"2018-04-15 20:01:25.749664","2018-04-15 20:01:25.749664",,,,
6417,f,,619.5,626,,326,"2018-04-15 20:02:24.720152","2018-04-15 20:02:24.720152",,,,
6418,f,619.5,,633,,326,"2018-04-15 20:02:58.399994","2018-04-15 20:02:58.399994",,,,
6421,t,318.2461,,624,,328,"2018-04-17 13:52:02.285818","2018-05-08 18:37:57.584402",2017-12-31,47,,1711
6423,t,120000.0,,619,,328,"2018-04-17 15:30:57.293364","2018-05-06 23:09:06.326168",2018-01-01,41,,1059
6434,t,77.0,,617,,328,"2018-04-17 18:04:29.895951","2018-05-06 23:06:12.984487",2018-01-01,40,,795
6436,t,580.764,,621,,328,"2018-04-17 18:12:27.005081","2018-04-18 04:21:15.520737",2018-01-01,26,,1323
6438,t,239.852,,622,,328,"2018-04-17 18:14:27.471432","2018-04-18 04:17:57.220028",2018-01-01,25,,1455
6440,t,257335.0,,643,,328,"2018-04-17 18:18:21.223028","2018-05-07 01:46:29.984217",2018-01-01,44,,3815
6442,t,18513.15,,644,,328,"2018-04-17 18:20:56.959879","2018-04-18 04:08:14.353028",2018-01-01,24,,3947
6444,t,18313.31,,625,,328,"2018-04-17 18:35:08.318490","2018-05-08 18:37:57.630450",2018-01-01,48,,1844
6445,t,,960.25,611,,342,"2018-04-18 01:49:12.430872","2018-05-06 19:56:58.525137",2018-04-02,35,,24465
6446,t,662.25,,630,,342,"2018-04-18 01:49:15.141527","2018-04-18 01:51:33.029892",2018-04-02,18,,2378
6447,f,298.0,,645,,342,"2018-04-18 01:51:23.115215","2018-04-18 01:51:23.115215",2018-04-02,,,4170
6448,f,,7.75,642,,343,"2018-04-18 03:50:38.838348","2018-05-06 21:58:23.271313",2018-04-05,,,3777
6449,t,7.75,,614,,343,"2018-04-18 03:50:38.906373","2018-04-18 03:51:06.516528",2018-04-05,20,,492
6451,t,51.83,,616,,328,"2018-04-18 04:02:46.972602","2018-04-18 04:03:22.500863",2017-12-31,22,,662
6452,f,,43.59,642,,345,"2018-04-18 04:04:24.593388","2018-04-18 04:04:24.593388",2018-03-27,,,3768
6453,t,43.59,,616,,345,"2018-04-18 04:04:24.662419","2018-04-18 04:04:31.259471",2018-03-27,22,,748
6454,f,,0.26,642,,346,"2018-04-18 04:05:27.765616","2018-04-18 04:05:27.765616",2018-03-29,,,3770
6455,t,0.26,,616,,346,"2018-04-18 04:05:27.851722","2018-04-18 04:05:32.937977",2018-03-29,22,,750
6456,f,,1.33,642,,347,"2018-04-18 04:08:58.500232","2018-04-18 04:08:58.500232",2018-01-31,,,3713
6457,t,1.33,,644,,347,"2018-04-18 04:08:58.578048","2018-04-18 04:09:03.464972",2018-01-31,24,,3977
6458,f,,1.34,642,,348,"2018-04-18 04:09:18.713316","2018-04-18 04:09:18.713316",2018-02-28,,,3741
6459,t,1.34,,644,,348,"2018-04-18 04:09:18.777172","2018-04-18 04:09:22.770411",2018-02-28,24,,4005
6460,f,,206.01,642,,349,"2018-04-18 04:09:46.919626","2018-04-18 04:09:46.919626",2018-03-28,,,3769
6461,t,206.01,,644,,349,"2018-04-18 04:09:46.986446","2018-04-18 04:09:51.806308",2018-03-28,24,,4033
6462,f,,1.33,642,,350,"2018-04-18 04:10:09.294221","2018-04-18 04:10:27.083616",2018-03-30,,,3771
6463,t,1.33,,644,,350,"2018-04-18 04:10:09.362241","2018-04-18 04:10:36.734343",2018-03-30,24,,4035
6464,f,3.98,,645,,351,"2018-04-18 04:11:35.700249","2018-04-18 04:14:03.581134",2018-03-23,,,4160
6465,t,,3.98,644,,351,"2018-04-18 04:11:35.765925","2018-04-18 04:14:13.392648",2018-03-23,24,,4028
6466,f,,42.55,642,,352,"2018-04-18 04:13:17.205828","2018-04-18 04:13:17.205828",2018-03-31,,,3772
6467,t,42.55,,644,,352,"2018-04-18 04:13:17.271052","2018-04-18 04:13:21.216973",2018-03-31,24,,4036
6468,f,,66.07616,642,,353,"2018-04-18 04:19:00.458761","2018-04-18 04:19:00.458761",2018-03-21,,,3762
6469,t,0.974,,622,,353,"2018-04-18 04:19:00.526891","2018-04-18 04:19:04.871912",2018-03-21,25,,1534
6470,f,,159.96672,642,,354,"2018-04-18 04:21:11.307350","2018-04-18 04:21:11.307350",2018-03-21,,,3762
6471,t,2.358,,621,,354,"2018-04-18 04:21:11.374097","2018-04-18 04:21:16.640004",2018-03-21,26,,1402
6472,f,,315.9,650,,355,"2018-04-18 04:24:58.521612","2018-05-08 17:47:56.400127",2018-03-23,,,4476
6473,t,1.3223,,624,,355,"2018-04-18 04:24:58.604839","2018-05-08 17:53:26.278713",2018-03-23,47,,1793
6474,f,,55.4248,642,,356,"2018-04-18 04:25:47.176159","2018-04-18 04:25:47.176159",2018-03-23,,,3764
6475,t,0.232,,624,,356,"2018-04-18 04:25:47.242099","2018-05-08 17:52:41.550714",2018-03-23,47,,1793
6476,f,64.28,,646,,24,"2018-04-18 04:35:48.113595","2018-04-18 04:35:58.990934",2018-01-03,,,4211
6477,f,169.93,,648,,24,"2018-04-18 04:37:54.201093","2018-04-18 04:37:54.201093",2018-01-03,,,4341
6478,f,276.13,,635,,24,"2018-04-18 04:38:36.582499","2018-04-18 04:38:36.582499",2018-01-03,,,2940
6479,t,3.6954,,624,,24,"2018-04-18 04:40:07.888392","2018-05-08 17:52:12.932850",2018-01-10,47,,1721
6480,f,276.13,,635,,323,"2018-04-18 05:01:26.302071","2018-04-18 05:01:26.302071",,,,
6481,f,938.07,,649,,323,"2018-04-18 05:02:01.270118","2018-04-18 05:02:01.270118",,,,
6482,f,64.28,,646,,323,"2018-04-18 05:02:30.516122","2018-04-18 05:02:30.516122",,,,
6483,f,169.93,,648,,323,"2018-04-18 05:03:14.860476","2018-04-18 05:03:14.860476",,,,
6484,f,14.2,,646,,29,"2018-04-19 02:59:14.541963","2018-04-19 02:59:14.541963",2018-01-05,,,4213
6485,t,22.48,,623,,29,"2018-04-19 03:01:13.540487","2018-05-07 01:40:53.609576",2018-01-09,43,,1587
6486,f,132.0,,635,,29,"2018-04-19 03:05:08.939514","2018-04-19 03:05:08.939514",2018-01-05,,,2942
6487,f,181.16,,648,,29,"2018-04-19 03:08:18.974554","2018-04-19 03:08:18.974554",2018-01-05,,,4343
6488,f,64.28,,646,,70,"2018-04-19 03:12:34.897792","2018-04-19 03:12:34.897792",2018-01-17,,,4225
6489,t,3.5762,,624,,70,"2018-04-19 03:13:06.237353","2018-05-08 17:52:14.146325",2018-01-23,47,,1734
6490,f,169.92,,648,,70,"2018-04-19 03:14:14.223850","2018-04-19 03:14:14.223850",2018-01-17,,,4355
6491,f,276.13,,635,,70,"2018-04-19 03:14:39.085635","2018-04-19 03:14:39.085635",2018-01-17,,,2954
6492,f,20.21,,646,,69,"2018-04-19 03:17:54.846104","2018-04-19 03:17:54.846104",2018-01-17,,,4225
6493,t,9.717,,623,,69,"2018-04-19 03:18:30.900701","2018-05-07 01:40:54.789029",2018-01-17,43,,1595
6494,f,58.16,,635,,69,"2018-04-19 03:19:04.676207","2018-04-19 03:19:04.676207",2018-01-17,,,2954
6495,f,103.04,,648,,69,"2018-04-19 03:19:57.078640","2018-04-19 03:19:57.078640",2018-01-17,,,4355
6496,f,11.48,,648,,107,"2018-04-19 03:23:16.381145","2018-04-19 03:23:16.381145",2018-01-31,,,4369
6497,t,10.126,,623,,113,"2018-04-19 03:24:39.840210","2018-05-07 01:40:55.823623",2018-01-31,43,,1609
6498,f,58.16,,635,,113,"2018-04-19 03:25:12.284807","2018-04-19 03:25:12.284807",2018-01-31,,,2968
6499,f,17.99,,646,,113,"2018-04-19 03:25:40.278394","2018-04-19 03:25:40.278394",2018-01-31,,,4239
6500,f,102.17,,648,,113,"2018-04-19 03:26:27.398143","2018-04-19 03:26:27.398143",2018-01-31,,,4369
6501,f,,4.47,633,,113,"2018-04-19 03:27:32.220600","2018-04-19 03:27:32.220600",2018-01-31,,,2707
6502,f,169.92,,648,,114,"2018-04-19 13:38:09.345997","2018-04-19 13:38:22.030473",2018-01-31,,,4369
6503,f,276.13,,635,,114,"2018-04-19 13:41:19.024369","2018-04-19 13:41:19.024369",2018-01-31,,,2968
6504,f,64.28,,646,,114,"2018-04-19 13:41:51.689548","2018-04-19 13:41:51.689548",2018-01-31,,,4239
6505,t,3.7652,,624,,114,"2018-04-19 13:42:12.169330","2018-05-08 17:52:16.072903",2018-02-06,47,,1748
6506,f,11.47,,648,,146,"2018-04-19 13:47:31.760160","2018-04-19 13:47:47.153442",2018-02-16,,,4385
